id_transaccion,id_cliente,fecha_compra,producto,categoria_producto,precio_unitario,cantidad,importe_total,metodo_pago,coste_envio,coste_fabricacion
654,3167,2024-06-20,Teclado Keychron K6,Accesorios,54.68,4,218.72,tarjeta,6.63,20.13
655,3531,2023-08-03,Samsung Galaxy S23,Móviles,1478.63,2,2957.26,transferencia,16.74,845.91
656,1665,2024-11-07,Ratón Logitech MX Master 3,Accesorios,57.03,1,57.03,paypal,7.01,12.4
657,2460,2024-09-13,OnePlus 11,Móviles,504.58,1,504.58,bizum,12.3,325.13
658,3070,2024-02-26,Dell XPS 13,Portátiles,1790.62,2,3581.24,tarjeta,21.77,1293.02
659,2634,2023-03-27,Lenovo ThinkPad X1 Carbon,Portátiles,1576.03,1,1576.03,bizum,13.14,1182.27
660,521,2024-01-08,Powerbank Anker 20000 mAh,Accesorios,286.61,1,286.61,bizum,4.01,66.83
661,786,2024-06-19,Auriculares Sony WH-1000XM5,Accesorios,27.16,4,108.64,tarjeta,8.6,9.37
662,3560,2024-01-14,Dell XPS 13,Portátiles,1093.85,1,1093.85,transferencia,22.2,741.72
663,2980,2024-11-26,Samsung Galaxy S23,Móviles,1282.2,1,1282.2,paypal,7.49,867.79
664,2377,2023-02-08,Cargador inalámbrico Belkin,Accesorios,159.35,1,159.35,bizum,3.65,43.34
665,3084,2024-12-14,Xiaomi 13,Móviles,1489.05,2,2978.1,transferencia,10.82,952.68
666,1485,2024-09-04,Huawei Watch GT 4,Relojes inteligentes,445.62,1,445.62,transferencia,9.92,227.13
667,752,2023-01-05,Samsung Galaxy S23,Móviles,1387.74,1,1387.74,paypal,7.87,751.69
668,4527,2023-09-19,Apple Watch Series 9,Relojes inteligentes,312.61,1,312.61,bizum,10.21,149.74
669,1016,2023-12-17,Auriculares Sony WH-1000XM5,Accesorios,59.97,2,119.94,transferencia,6.53,15.96
670,11,2024-06-18,HP Spectre x360,Portátiles,1288.78,1,1288.78,tarjeta,21.57,799.33
671,2403,2023-11-26,Xiaomi 13,Móviles,1254.75,3,3764.25,bizum,12.46,780.62
672,53,2024-11-14,Cargador inalámbrico Belkin,Accesorios,58.47,1,58.47,bizum,5.8,15.71
673,663,2024-07-23,MacBook Air M2,Portátiles,2186.93,2,4373.86,transferencia,28.08,1708.29
674,18,2024-03-26,Huawei Watch GT 4,Relojes inteligentes,514.27,3,1542.81,bizum,5.09,262.15
675,2212,2023-08-08,Samsung Galaxy Watch 6,Relojes inteligentes,585.79,3,1757.37,paypal,10.79,269.75
676,4821,2024-01-16,Samsung Galaxy Watch 6,Relojes inteligentes,611.14,4,2444.56,paypal,11.21,283.97
677,4376,2023-04-16,Lenovo ThinkPad X1 Carbon,Portátiles,1099.13,1,1099.13,tarjeta,9.07,851.81
678,2426,2023-05-23,Google Pixel 8,Móviles,687.9,2,1375.8,tarjeta,9.03,419.34
679,2378,2024-04-09,Samsung Galaxy Watch 6,Relojes inteligentes,298.11,2,596.22,tarjeta,5.48,123.91
680,678,2024-07-01,Garmin Forerunner 255,Relojes inteligentes,559.87,3,1679.61,bizum,7.76,236.21
681,22,2023-08-21,Huawei Watch GT 4,Relojes inteligentes,544.8,3,1634.4,transferencia,12.01,274.6
682,2816,2023-06-14,Cargador inalámbrico Belkin,Accesorios,251.15,1,251.15,transferencia,6.66,96.1
683,2269,2024-01-23,Teclado Keychron K6,Accesorios,219.66,3,658.98,transferencia,9.86,54.76
684,4289,2023-12-19,Dell XPS 13,Portátiles,2650.45,2,5300.9,bizum,12.23,1762.68
685,3949,2024-11-06,Garmin Forerunner 255,Relojes inteligentes,348.58,1,348.58,tarjeta,4.44,191.14
686,4207,2024-03-17,HP Spectre x360,Portátiles,922.59,1,922.59,transferencia,10.72,697.21
687,3984,2023-11-23,Huawei Watch GT 4,Relojes inteligentes,375.67,4,1502.68,paypal,8.0,215.44
688,3728,2023-04-07,MacBook Air M2,Portátiles,2011.36,2,4022.72,tarjeta,13.28,1283.29
689,2383,2023-09-05,Garmin Forerunner 255,Relojes inteligentes,435.1,2,870.2,bizum,11.74,194.17
690,2580,2023-06-02,Dell XPS 13,Portátiles,2038.89,1,2038.89,paypal,12.36,1274.24
691,3255,2023-02-17,Teclado Keychron K6,Accesorios,157.12,1,157.12,tarjeta,8.23,54.06
692,1220,2024-07-21,Garmin Forerunner 255,Relojes inteligentes,285.89,1,285.89,tarjeta,6.02,156.03
693,731,2023-01-19,Samsung Galaxy S23,Móviles,1477.97,2,2955.94,transferencia,10.97,888.78
694,879,2024-01-24,Apple Watch Series 9,Relojes inteligentes,300.13,1,300.13,paypal,6.39,125.3
695,4707,2024-12-04,Apple Watch Series 9,Relojes inteligentes,285.17,1,285.17,tarjeta,9.89,153.33
696,1823,2024-12-13,Dell XPS 13,Portátiles,1247.05,2,2494.1,transferencia,17.46,973.92
697,2191,2023-11-17,Asus ZenBook 14,Portátiles,804.24,3,2412.72,bizum,13.02,505.47
698,3835,2023-05-20,Samsung Galaxy S23,Móviles,472.18,1,472.18,transferencia,10.34,254.85
699,1234,2024-09-21,iPhone 15,Móviles,337.87,1,337.87,bizum,7.32,220.72
700,2140,2024-01-10,Asus ZenBook 14,Portátiles,1153.61,3,3460.83,paypal,8.81,876.71
701,851,2023-03-27,Auriculares Sony WH-1000XM5,Accesorios,190.26,2,380.52,paypal,9.07,58.76
702,4393,2024-11-18,Asus ZenBook 14,Portátiles,1630.93,2,3261.86,transferencia,19.11,1239.59
703,687,2024-11-26,Asus ZenBook 14,Portátiles,1678.28,1,1678.28,transferencia,11.43,1093.39
704,4394,2024-04-05,Huawei Watch GT 4,Relojes inteligentes,327.02,1,327.02,transferencia,9.97,145.2
705,4305,2023-06-24,Teclado Keychron K6,Accesorios,50.2,1,50.2,paypal,3.65,13.45
706,4903,2024-11-13,Auriculares Sony WH-1000XM5,Accesorios,215.53,3,646.59,paypal,5.38,85.35
707,98,2024-10-24,Huawei Watch GT 4,Relojes inteligentes,199.84,1,199.84,bizum,5.5,119.19
708,332,2024-02-06,MacBook Air M2,Portátiles,2280.53,1,2280.53,bizum,19.02,1634.55
709,4496,2024-09-24,Samsung Galaxy Watch 6,Relojes inteligentes,485.08,1,485.08,bizum,9.05,257.7
710,2405,2024-08-06,Garmin Forerunner 255,Relojes inteligentes,574.78,1,574.78,tarjeta,12.29,271.02
711,3481,2023-11-02,Cargador inalámbrico Belkin,Accesorios,246.24,2,492.48,paypal,4.31,92.09
712,4803,2023-11-13,Auriculares Sony WH-1000XM5,Accesorios,70.44,1,70.44,bizum,3.89,14.31
713,153,2024-03-22,Dell XPS 13,Portátiles,2239.5,2,4479.0,transferencia,13.05,1396.09
714,3889,2024-12-15,OnePlus 11,Móviles,1138.81,1,1138.81,bizum,8.02,710.55
715,4122,2023-01-03,iPhone 15,Móviles,1047.71,3,3143.13,paypal,8.16,727.14
716,3918,2024-03-24,Powerbank Anker 20000 mAh,Accesorios,73.54,3,220.62,paypal,5.74,16.97
717,4110,2024-10-02,Powerbank Anker 20000 mAh,Accesorios,148.07,2,296.14,tarjeta,7.53,36.09
718,4922,2024-10-08,Xiaomi 13,Móviles,311.91,1,311.91,paypal,13.09,162.48
719,144,2023-08-11,iPhone 15,Móviles,370.68,1,370.68,transferencia,18.2,199.04
720,2429,2023-07-18,Fitbit Versa 4,Relojes inteligentes,269.63,4,1078.52,bizum,10.39,155.9
721,1178,2024-11-08,Fitbit Versa 4,Relojes inteligentes,607.99,3,1823.97,bizum,7.44,278.29
722,1196,2023-04-20,Auriculares Sony WH-1000XM5,Accesorios,43.54,2,87.08,bizum,5.08,16.8
723,3638,2023-06-07,Garmin Forerunner 255,Relojes inteligentes,684.09,2,1368.18,paypal,7.67,376.96
724,4525,2023-12-11,Asus ZenBook 14,Portátiles,1831.18,2,3662.36,paypal,18.3,1211.24
725,4733,2024-10-18,Powerbank Anker 20000 mAh,Accesorios,124.11,3,372.33,transferencia,4.92,36.39
726,341,2023-04-12,Auriculares Sony WH-1000XM5,Accesorios,219.75,2,439.5,transferencia,6.64,67.89
727,3990,2023-11-07,Samsung Galaxy S23,Móviles,1481.6,1,1481.6,paypal,10.41,950.46
728,1068,2024-12-04,MacBook Air M2,Portátiles,1852.93,1,1852.93,transferencia,13.7,1234.57
729,271,2024-10-26,Ratón Logitech MX Master 3,Accesorios,17.9,4,71.6,transferencia,6.09,6.81
730,1651,2023-12-04,Garmin Forerunner 255,Relojes inteligentes,499.97,1,499.97,paypal,4.3,204.82
731,2519,2023-09-01,Samsung Galaxy Watch 6,Relojes inteligentes,259.59,3,778.77,tarjeta,10.46,107.12
732,876,2024-11-01,Samsung Galaxy Watch 6,Relojes inteligentes,345.38,4,1381.52,paypal,6.78,185.92
733,1725,2024-07-22,MacBook Air M2,Portátiles,1421.62,1,1421.62,tarjeta,23.83,856.42
734,1009,2023-11-01,HP Spectre x360,Portátiles,837.56,4,3350.24,paypal,13.32,540.8
735,542,2024-08-01,Google Pixel 8,Móviles,934.2,4,3736.8,bizum,14.64,592.13
736,3229,2024-12-20,Cargador inalámbrico Belkin,Accesorios,16.43,3,49.29,tarjeta,6.2,5.25
737,3788,2024-12-16,Samsung Galaxy S23,Móviles,1153.6,1,1153.6,paypal,6.44,627.56
738,3138,2024-05-10,Samsung Galaxy S23,Móviles,337.88,2,675.76,transferencia,9.64,203.59
739,3671,2024-12-04,Huawei Watch GT 4,Relojes inteligentes,157.1,3,471.3,tarjeta,8.14,64.84
740,4518,2024-04-23,Samsung Galaxy S23,Móviles,1093.3,1,1093.3,transferencia,9.75,695.59
741,1620,2023-05-23,Lenovo ThinkPad X1 Carbon,Portátiles,1767.28,4,7069.12,transferencia,24.57,1305.35
742,3037,2024-03-21,Powerbank Anker 20000 mAh,Accesorios,250.21,2,500.42,transferencia,7.93,89.66
743,1156,2023-04-12,Cargador inalámbrico Belkin,Accesorios,27.05,2,54.1,transferencia,3.31,5.57
744,1515,2024-11-14,Teclado Keychron K6,Accesorios,122.67,1,122.67,tarjeta,6.48,27.28
745,101,2023-09-09,Fitbit Versa 4,Relojes inteligentes,659.56,3,1978.68,transferencia,11.43,309.38
746,3822,2023-07-12,Ratón Logitech MX Master 3,Accesorios,85.17,2,170.34,tarjeta,10.51,22.85
747,4907,2024-12-14,HP Spectre x360,Portátiles,2472.3,3,7416.9,paypal,14.95,1729.32
748,688,2023-06-09,MacBook Air M2,Portátiles,1990.48,4,7961.92,tarjeta,11.17,1398.65
749,2492,2024-09-24,Huawei Watch GT 4,Relojes inteligentes,513.15,2,1026.3,tarjeta,5.95,295.39
750,4491,2023-02-09,Teclado Keychron K6,Accesorios,156.77,4,627.08,transferencia,9.02,45.33
751,2277,2024-05-25,Huawei Watch GT 4,Relojes inteligentes,283.04,2,566.08,paypal,10.58,146.4
752,3625,2023-06-23,Powerbank Anker 20000 mAh,Accesorios,212.76,1,212.76,transferencia,6.57,47.91
753,945,2024-06-16,OnePlus 11,Móviles,1447.25,2,2894.5,tarjeta,10.15,745.42
754,4992,2024-11-02,HP Spectre x360,Portátiles,2334.68,1,2334.68,transferencia,18.25,1479.75
755,29,2023-10-15,Samsung Galaxy S23,Móviles,1404.7,2,2809.4,transferencia,10.41,727.43
756,2128,2024-06-22,Dell XPS 13,Portátiles,2187.98,2,4375.96,tarjeta,12.68,1607.34
757,3942,2023-12-18,MacBook Air M2,Portátiles,1565.53,1,1565.53,tarjeta,18.55,1223.54
758,1460,2023-10-22,Dell XPS 13,Portátiles,1958.77,2,3917.54,transferencia,24.75,1204.72
759,1209,2023-09-07,Asus ZenBook 14,Portátiles,998.09,3,2994.27,paypal,15.73,755.8
760,2506,2023-01-27,Apple Watch Series 9,Relojes inteligentes,484.32,1,484.32,transferencia,5.89,211.89
761,1004,2024-03-21,Lenovo ThinkPad X1 Carbon,Portátiles,1252.36,2,2504.72,tarjeta,22.35,983.62
762,2282,2023-08-11,Samsung Galaxy S23,Móviles,1398.12,2,2796.24,transferencia,10.61,963.77
763,876,2023-06-20,Google Pixel 8,Móviles,589.87,3,1769.61,paypal,7.63,366.38
764,1459,2024-07-26,Powerbank Anker 20000 mAh,Accesorios,148.34,2,296.68,transferencia,11.4,43.1
765,2201,2024-08-07,Powerbank Anker 20000 mAh,Accesorios,156.03,4,624.12,transferencia,9.64,32.38
766,4697,2024-01-16,Xiaomi 13,Móviles,825.73,4,3302.92,tarjeta,10.69,571.69
767,4073,2024-07-15,Garmin Forerunner 255,Relojes inteligentes,535.44,1,535.44,transferencia,6.84,270.8
768,1978,2023-11-04,Huawei Watch GT 4,Relojes inteligentes,475.43,2,950.86,paypal,6.75,284.81
769,4162,2024-03-01,Teclado Keychron K6,Accesorios,123.22,1,123.22,transferencia,7.03,48.72
770,763,2023-11-26,Fitbit Versa 4,Relojes inteligentes,185.41,1,185.41,paypal,6.28,102.39
771,380,2024-12-22,Dell XPS 13,Portátiles,1190.07,2,2380.14,paypal,13.37,927.82
772,3731,2023-03-21,Teclado Keychron K6,Accesorios,218.29,1,218.29,bizum,6.2,75.19
773,4686,2023-11-07,MacBook Air M2,Portátiles,2398.37,1,2398.37,transferencia,17.45,1637.85
774,4588,2024-09-10,MacBook Air M2,Portátiles,2316.88,2,4633.76,paypal,15.19,1438.49
775,103,2023-09-11,Asus ZenBook 14,Portátiles,2192.75,4,8771.0,transferencia,16.36,1540.1
776,3571,2024-04-22,OnePlus 11,Móviles,623.21,4,2492.84,bizum,9.72,421.03
777,1182,2024-05-20,Teclado Keychron K6,Accesorios,172.05,1,172.05,tarjeta,6.22,39.71
778,3276,2023-01-24,Powerbank Anker 20000 mAh,Accesorios,186.94,2,373.88,paypal,4.2,51.28
779,3372,2024-03-02,MacBook Air M2,Portátiles,2361.01,1,2361.01,tarjeta,23.27,1566.49
780,3982,2024-09-08,Apple Watch Series 9,Relojes inteligentes,158.35,1,158.35,tarjeta,6.43,64.1
781,4342,2023-04-20,Xiaomi 13,Móviles,823.57,1,823.57,tarjeta,9.58,550.14
782,2007,2024-02-06,Huawei Watch GT 4,Relojes inteligentes,342.42,1,342.42,transferencia,6.47,148.81
783,2393,2023-10-08,Cargador inalámbrico Belkin,Accesorios,96.41,1,96.41,tarjeta,3.88,26.45
784,631,2023-04-06,Asus ZenBook 14,Portátiles,1745.72,1,1745.72,transferencia,15.74,1267.42
785,4205,2024-06-20,Huawei Watch GT 4,Relojes inteligentes,698.56,1,698.56,tarjeta,7.01,285.86
786,27,2024-10-02,Xiaomi 13,Móviles,451.33,2,902.66,bizum,7.05,259.07
787,1499,2023-07-15,Huawei Watch GT 4,Relojes inteligentes,444.69,3,1334.07,bizum,9.65,182.66
788,4859,2024-07-21,Fitbit Versa 4,Relojes inteligentes,661.49,1,661.49,bizum,7.96,327.91
789,1024,2024-12-07,Google Pixel 8,Móviles,788.81,2,1577.62,transferencia,11.99,433.47
790,721,2023-06-10,Lenovo ThinkPad X1 Carbon,Portátiles,1191.31,1,1191.31,transferencia,11.66,809.98
791,1981,2024-12-03,OnePlus 11,Móviles,398.19,2,796.38,bizum,9.1,203.59
792,52,2023-04-22,Google Pixel 8,Móviles,870.82,4,3483.28,paypal,10.33,490.19
793,4625,2024-12-25,Powerbank Anker 20000 mAh,Accesorios,280.13,4,1120.52,transferencia,7.19,70.2
794,1300,2023-05-25,Samsung Galaxy Watch 6,Relojes inteligentes,342.97,1,342.97,paypal,5.1,198.79
795,3093,2024-02-15,Samsung Galaxy Watch 6,Relojes inteligentes,512.82,4,2051.28,tarjeta,6.28,296.87
796,4937,2024-12-17,Huawei Watch GT 4,Relojes inteligentes,604.14,2,1208.28,paypal,8.1,353.11
797,3645,2024-02-20,Dell XPS 13,Portátiles,1622.89,3,4868.67,tarjeta,22.65,983.03
798,1597,2023-09-25,Teclado Keychron K6,Accesorios,178.22,2,356.44,paypal,3.34,63.62
799,4126,2023-06-05,Samsung Galaxy S23,Móviles,1319.0,4,5276.0,bizum,14.84,685.37
800,3179,2024-08-25,Garmin Forerunner 255,Relojes inteligentes,562.81,1,562.81,tarjeta,9.04,330.93
801,2756,2024-10-12,Teclado Keychron K6,Accesorios,280.16,1,280.16,paypal,5.21,70.21
802,384,2024-06-14,Fitbit Versa 4,Relojes inteligentes,551.39,3,1654.17,tarjeta,11.22,273.77
803,1291,2024-11-20,Xiaomi 13,Móviles,1166.63,1,1166.63,bizum,10.75,586.48
804,3022,2023-03-12,Garmin Forerunner 255,Relojes inteligentes,535.7,1,535.7,transferencia,6.25,318.07
805,2671,2024-07-06,MacBook Air M2,Portátiles,955.92,3,2867.76,bizum,17.63,580.3
806,2805,2024-09-08,Auriculares Sony WH-1000XM5,Accesorios,290.23,1,290.23,transferencia,9.9,71.7
807,4026,2024-09-11,HP Spectre x360,Portátiles,1363.09,3,4089.27,tarjeta,24.66,871.09
808,1702,2024-01-05,MacBook Air M2,Portátiles,1845.71,2,3691.42,tarjeta,20.64,1414.89
809,1940,2024-03-13,iPhone 15,Móviles,1393.36,2,2786.72,tarjeta,14.82,961.74
810,91,2024-10-24,MacBook Air M2,Portátiles,2293.36,2,4586.72,tarjeta,14.71,1586.96
811,2431,2023-11-25,Teclado Keychron K6,Accesorios,214.27,1,214.27,transferencia,6.02,82.17
812,398,2024-04-10,Asus ZenBook 14,Portátiles,981.9,3,2945.7,bizum,14.47,677.65
813,1611,2024-07-13,Google Pixel 8,Móviles,1404.74,3,4214.22,transferencia,9.22,723.32
814,189,2023-12-22,Dell XPS 13,Portátiles,2449.05,2,4898.1,paypal,14.26,1889.14
815,1081,2023-04-13,Garmin Forerunner 255,Relojes inteligentes,258.65,1,258.65,paypal,8.21,126.22
816,3007,2024-11-05,Dell XPS 13,Portátiles,1124.59,1,1124.59,transferencia,9.32,841.47
817,1345,2024-03-16,Auriculares Sony WH-1000XM5,Accesorios,57.38,3,172.14,transferencia,4.35,14.25
818,3925,2023-12-06,iPhone 15,Móviles,544.11,1,544.11,paypal,5.19,297.62
819,2869,2023-03-05,Fitbit Versa 4,Relojes inteligentes,454.44,2,908.88,transferencia,11.77,183.09
820,1696,2024-12-12,Fitbit Versa 4,Relojes inteligentes,682.81,2,1365.62,transferencia,8.2,287.81
821,2423,2023-12-09,Lenovo ThinkPad X1 Carbon,Portátiles,2484.78,3,7454.34,paypal,5.93,1793.71
822,4543,2024-05-10,Samsung Galaxy Watch 6,Relojes inteligentes,433.97,1,433.97,bizum,7.34,201.75
823,1756,2024-10-08,Dell XPS 13,Portátiles,2448.36,1,2448.36,paypal,22.93,1764.31
824,2512,2024-05-09,Xiaomi 13,Móviles,1384.97,3,4154.91,tarjeta,7.58,885.33
825,1064,2023-11-26,Google Pixel 8,Móviles,649.31,1,649.31,transferencia,7.2,415.75
826,4070,2023-02-08,Google Pixel 8,Móviles,996.14,4,3984.56,transferencia,13.32,565.28
827,3162,2023-12-21,Lenovo ThinkPad X1 Carbon,Portátiles,2524.19,4,10096.76,transferencia,13.37,1999.25
828,4679,2024-11-25,MacBook Air M2,Portátiles,1378.68,1,1378.68,paypal,14.4,1014.81
829,814,2023-10-08,Teclado Keychron K6,Accesorios,203.71,1,203.71,transferencia,7.4,73.34
830,2537,2024-12-22,Teclado Keychron K6,Accesorios,244.01,2,488.02,tarjeta,6.46,83.48
831,2368,2024-12-26,Samsung Galaxy S23,Móviles,1216.15,4,4864.6,paypal,5.24,822.71
832,3635,2023-12-23,HP Spectre x360,Portátiles,2168.03,1,2168.03,bizum,10.65,1439.79
833,322,2024-05-08,Cargador inalámbrico Belkin,Accesorios,110.82,1,110.82,bizum,4.57,39.28
834,2964,2024-09-23,Apple Watch Series 9,Relojes inteligentes,187.67,2,375.34,tarjeta,5.51,99.82
835,495,2023-08-14,Samsung Galaxy Watch 6,Relojes inteligentes,613.92,3,1841.76,transferencia,11.33,310.87
836,1969,2023-10-22,Samsung Galaxy Watch 6,Relojes inteligentes,155.99,4,623.96,tarjeta,8.37,84.88
837,2263,2024-09-20,Cargador inalámbrico Belkin,Accesorios,139.68,4,558.72,bizum,5.99,31.3
838,2493,2024-10-06,Samsung Galaxy S23,Móviles,1269.55,1,1269.55,transferencia,12.71,639.97
839,881,2024-04-16,Fitbit Versa 4,Relojes inteligentes,600.11,3,1800.33,bizum,10.09,241.47
840,1747,2024-11-06,Powerbank Anker 20000 mAh,Accesorios,17.85,2,35.7,tarjeta,4.32,5.72
841,4207,2023-06-03,OnePlus 11,Móviles,702.55,1,702.55,bizum,13.36,482.73
842,4990,2024-11-20,Xiaomi 13,Móviles,690.33,2,1380.66,bizum,9.23,390.39
843,1647,2023-02-21,Xiaomi 13,Móviles,896.4,4,3585.6,bizum,10.96,480.76
844,380,2024-10-24,Powerbank Anker 20000 mAh,Accesorios,247.38,1,247.38,transferencia,4.56,60.38
845,4121,2024-09-04,Samsung Galaxy S23,Móviles,759.27,2,1518.54,paypal,14.99,468.97
846,1871,2024-10-10,MacBook Air M2,Portátiles,1967.04,1,1967.04,transferencia,16.59,1272.77
847,2912,2023-10-04,iPhone 15,Móviles,727.85,2,1455.7,bizum,6.25,377.63
848,2728,2023-07-05,Cargador inalámbrico Belkin,Accesorios,104.92,1,104.92,tarjeta,5.44,24.7
849,1799,2024-12-11,Garmin Forerunner 255,Relojes inteligentes,397.17,4,1588.68,paypal,5.21,195.0
850,901,2023-08-23,Auriculares Sony WH-1000XM5,Accesorios,218.61,1,218.61,tarjeta,9.79,65.94
851,1269,2024-12-18,Huawei Watch GT 4,Relojes inteligentes,471.33,1,471.33,transferencia,5.94,202.92
852,1952,2023-03-20,Ratón Logitech MX Master 3,Accesorios,159.24,2,318.48,tarjeta,3.53,50.08
853,2769,2024-03-06,MacBook Air M2,Portátiles,1091.57,1,1091.57,tarjeta,8.09,815.92
854,1088,2023-08-06,Teclado Keychron K6,Accesorios,178.17,1,178.17,paypal,6.34,59.68
855,1266,2024-06-03,Fitbit Versa 4,Relojes inteligentes,602.57,4,2410.28,transferencia,10.28,282.66
856,3466,2024-03-14,iPhone 15,Móviles,1121.21,3,3363.63,bizum,12.86,784.22
857,3681,2024-11-16,Lenovo ThinkPad X1 Carbon,Portátiles,2151.39,1,2151.39,tarjeta,18.55,1687.38
858,2124,2024-10-06,Samsung Galaxy Watch 6,Relojes inteligentes,469.0,4,1876.0,tarjeta,7.68,239.87
859,2680,2023-03-22,OnePlus 11,Móviles,902.84,1,902.84,tarjeta,14.16,616.23
860,3308,2023-04-04,Lenovo ThinkPad X1 Carbon,Portátiles,961.31,2,1922.62,bizum,9.08,748.85
861,1902,2023-10-14,Fitbit Versa 4,Relojes inteligentes,582.83,2,1165.66,transferencia,5.6,267.67
862,3624,2024-03-27,Lenovo ThinkPad X1 Carbon,Portátiles,2142.26,2,4284.52,transferencia,20.56,1297.17
863,4954,2023-01-10,Asus ZenBook 14,Portátiles,2495.68,1,2495.68,transferencia,21.22,1706.1
864,3619,2024-06-05,Asus ZenBook 14,Portátiles,1065.28,2,2130.56,transferencia,14.77,709.29
865,4709,2024-03-07,Cargador inalámbrico Belkin,Accesorios,241.33,4,965.32,bizum,7.88,84.52
866,106,2024-05-23,Cargador inalámbrico Belkin,Accesorios,31.88,2,63.76,tarjeta,9.19,11.74
867,4824,2024-10-22,Dell XPS 13,Portátiles,818.79,1,818.79,transferencia,18.63,648.78
868,149,2024-12-24,Samsung Galaxy S23,Móviles,968.49,2,1936.98,tarjeta,8.29,631.65
869,1713,2024-07-04,Ratón Logitech MX Master 3,Accesorios,112.47,1,112.47,paypal,5.93,43.96
870,4351,2024-03-18,Apple Watch Series 9,Relojes inteligentes,550.33,2,1100.66,tarjeta,11.07,246.68
871,409,2024-07-08,iPhone 15,Móviles,836.7,1,836.7,paypal,9.44,553.06
872,783,2024-09-07,Garmin Forerunner 255,Relojes inteligentes,447.65,2,895.3,bizum,8.8,184.27
873,213,2024-03-07,MacBook Air M2,Portátiles,2389.15,2,4778.3,paypal,15.9,1745.73
874,4223,2024-01-11,Auriculares Sony WH-1000XM5,Accesorios,272.97,2,545.94,tarjeta,3.12,97.7
875,2249,2024-08-17,iPhone 15,Móviles,1045.16,1,1045.16,transferencia,13.26,536.98
876,1717,2023-06-13,Apple Watch Series 9,Relojes inteligentes,248.25,2,496.5,tarjeta,10.15,101.43
877,4662,2023-03-09,MacBook Air M2,Portátiles,2452.13,1,2452.13,bizum,18.65,1872.97
878,2198,2024-03-22,iPhone 15,Móviles,533.75,1,533.75,tarjeta,11.22,303.2
879,3607,2023-09-05,Samsung Galaxy Watch 6,Relojes inteligentes,245.57,1,245.57,paypal,9.56,109.74
880,923,2024-07-06,Samsung Galaxy S23,Móviles,523.47,4,2093.88,paypal,9.79,318.99
881,1706,2024-11-27,Auriculares Sony WH-1000XM5,Accesorios,154.13,2,308.26,tarjeta,5.54,43.64
882,4627,2023-10-04,OnePlus 11,Móviles,883.27,1,883.27,paypal,14.41,483.88
883,1997,2024-12-22,iPhone 15,Móviles,1043.17,1,1043.17,bizum,6.12,669.33
884,4918,2024-04-26,iPhone 15,Móviles,1443.92,1,1443.92,tarjeta,12.16,807.15
885,4652,2024-12-01,Lenovo ThinkPad X1 Carbon,Portátiles,1920.8,1,1920.8,tarjeta,8.03,1445.92
886,4710,2024-11-21,Powerbank Anker 20000 mAh,Accesorios,128.07,1,128.07,bizum,3.79,49.04
887,2372,2023-04-05,OnePlus 11,Móviles,813.24,3,2439.72,tarjeta,11.37,452.3
888,4502,2023-08-15,Samsung Galaxy S23,Móviles,625.81,1,625.81,bizum,14.36,396.24
889,2447,2024-06-07,Apple Watch Series 9,Relojes inteligentes,489.85,2,979.7,paypal,7.22,265.42
890,730,2023-06-24,OnePlus 11,Móviles,1491.24,2,2982.48,bizum,9.58,819.01
891,3457,2023-05-18,Garmin Forerunner 255,Relojes inteligentes,258.35,2,516.7,bizum,8.75,136.87
892,3577,2024-12-24,Xiaomi 13,Móviles,573.71,3,1721.13,paypal,5.84,375.39
893,3042,2024-11-14,Garmin Forerunner 255,Relojes inteligentes,574.08,1,574.08,bizum,8.83,251.56
894,2805,2024-02-17,Fitbit Versa 4,Relojes inteligentes,183.23,4,732.92,tarjeta,11.48,83.91
895,4915,2024-06-08,Powerbank Anker 20000 mAh,Accesorios,231.35,2,462.7,transferencia,8.88,66.31
896,2032,2023-12-14,Xiaomi 13,Móviles,841.34,1,841.34,paypal,9.7,533.72
897,1321,2023-05-13,Asus ZenBook 14,Portátiles,1165.01,3,3495.03,bizum,22.69,875.06
898,2396,2023-09-22,Fitbit Versa 4,Relojes inteligentes,304.7,3,914.1,transferencia,11.66,147.49
899,3233,2023-12-02,Xiaomi 13,Móviles,1193.41,1,1193.41,bizum,12.02,665.46
900,2062,2023-04-19,Samsung Galaxy Watch 6,Relojes inteligentes,263.21,1,263.21,bizum,6.41,139.56
901,2728,2023-09-11,MacBook Air M2,Portátiles,1420.96,1,1420.96,paypal,20.98,1055.41
902,2217,2024-10-26,Garmin Forerunner 255,Relojes inteligentes,272.81,1,272.81,bizum,10.4,149.45
903,1659,2023-11-24,MacBook Air M2,Portátiles,1144.54,2,2289.08,transferencia,20.66,733.05
904,2113,2024-02-12,Xiaomi 13,Móviles,687.99,2,1375.98,paypal,10.07,461.74
905,784,2024-01-08,Asus ZenBook 14,Portátiles,1795.45,1,1795.45,transferencia,10.38,1205.98
906,2413,2024-12-16,Auriculares Sony WH-1000XM5,Accesorios,47.97,1,47.97,bizum,5.09,9.87
907,24,2023-08-16,Ratón Logitech MX Master 3,Accesorios,294.94,1,294.94,paypal,4.93,82.06
908,2557,2024-07-22,Ratón Logitech MX Master 3,Accesorios,195.91,3,587.73,bizum,8.95,62.98
909,3880,2024-12-12,Cargador inalámbrico Belkin,Accesorios,97.62,3,292.86,transferencia,4.31,35.83
